"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2024-02-25 00:00:00",20,16,3,3,61,90.14285714285714,97.71428571428571
"2024-02-26 00:00:00",14,22,1,2,52,91.42857142857143,100.85714285714286
"2024-02-27 00:00:00",17,14,3,3,56,92.28571428571429,100.85714285714286
"2024-02-28 00:00:00",14,19,4,2,53,92.28571428571429,102.28571428571429
"2024-02-29 00:00:00",20,15,3,0,51,94.28571428571429,98.71428571428571
"2024-03-01 00:00:00",21,16,2,2,46,92.57142857142857,95.14285714285714
"2024-03-02 00:00:00",12,13,5,4,40,89.85714285714286,92.28571428571429
"2024-03-03 00:00:00",21,16,6,5,56,90,92.71428571428571
"2024-03-04 00:00:00",13,12,4,2,77,92.42857142857143,93.57142857142857
"2024-03-05 00:00:00",12,16,6,3,57,92.57142857142857,95.42857142857143
"2024-03-06 00:00:00",13,12,3,5,40,89.85714285714286,97.57142857142857
"2024-03-07 00:00:00",17,24,9,1,54,92.14285714285714,97.28571428571429
"2024-03-08 00:00:00",17,17,7,2,77,96.85714285714286,100
"2024-03-09 00:00:00",15,17,4,4,58,100.28571428571429,98.57142857142857
"2024-03-10 00:00:00",17,11,7,0,53,98,101
"2024-03-11 00:00:00",17,24,3,2,67,98.71428571428571,98.14285714285714
"2024-03-12 00:00:00",15,16,7,5,66,100.85714285714286,94.71428571428571
"2024-03-13 00:00:00",22,15,4,3,51,104,95.14285714285714
"2024-03-14 00:00:00",19,22,6,3,72,106.42857142857143,96.71428571428571
"2024-03-15 00:00:00",13,22,6,4,61,104.42857142857143,95.28571428571429
"2024-03-16 00:00:00",24,18,5,1,75,108,97.85714285714286
"2024-03-17 00:00:00",14,15,6,2,63,109.71428571428571,97.14285714285714
"2024-03-18 00:00:00",22,19,4,2,63,109.28571428571429,98.28571428571429
"2024-03-19 00:00:00",22,21,4,8,51,108.85714285714286,99.14285714285714
"2024-03-20 00:00:00",20,21,4,5,73,112.85714285714286,96.14285714285714
"2024-03-21 00:00:00",21,17,3,3,68,111.42857142857143,94.28571428571429
"2024-03-22 00:00:00",19,20,3,1,61,111.14285714285714,94.14285714285714
"2024-03-23 00:00:00",15,25,6,3,55,108.42857142857143,92.57142857142857
"2024-03-24 00:00:00",14,14,5,0,52,106.28571428571429,92.85714285714286
"2024-03-25 00:00:00",15,18,5,1,54,103.85714285714286,92
"2024-03-26 00:00:00",20,11,4,4,53,101.85714285714286,94.85714285714286
"2024-03-27 00:00:00",17,10,2,5,61,97.85714285714286,94.57142857142857
"2024-03-28 00:00:00",16,14,5,1,50,94.14285714285714,95.28571428571429
"2024-03-29 00:00:00",13,16,5,1,60,92.85714285714286,97
"2024-03-30 00:00:00",18,17,6,1,57,92.14285714285714,98.57142857142857
"2024-03-31 00:00:00",11,18,4,3,67,94.71428571428571,99
"2024-04-01 00:00:00",20,15,4,3,59,95.85714285714286,98.57142857142857
"2024-04-02 00:00:00",18,22,2,7,65,99,94.57142857142857
"2024-04-03 00:00:00",21,24,6,2,58,101.28571428571429,96.14285714285714
"2024-04-04 00:00:00",17,8,5,6,70,104.14285714285714,95.42857142857143
"2024-04-05 00:00:00",17,18,10,5,57,105.85714285714286,97.85714285714286
"2024-04-06 00:00:00",19,30,3,2,67,109,99.85714285714286
"2024-04-07 00:00:00",20,16,4,1,59,108.57142857142857,100.57142857142857
"2024-04-08 00:00:00",17,18,6,7,64,110.14285714285714,103.14285714285714
"2024-04-09 00:00:00",16,15,9,2,68,109.57142857142857,107.85714285714286
"2024-04-10 00:00:00",20,22,2,1,62,109,111.71428571428571
"2024-04-11 00:00:00",13,12,5,5,60,107.42857142857143,114.28571428571429
"2024-04-12 00:00:00",29,12,5,3,58,107.42857142857143,112.14285714285714
"2024-04-13 00:00:00",14,24,6,1,74,107.14285714285714,109.85714285714286
"2024-04-14 00:00:00",12,17,2,1,65,106.71428571428571,106.57142857142857
"2024-04-15 00:00:00",7,22,5,6,54,104.14285714285714,107
"2024-04-16 00:00:00",14,10,2,6,52,100.42857142857143,102.71428571428571
"2024-04-17 00:00:00",11,13,3,2,49,96.28571428571429,100.14285714285714
"2024-04-18 00:00:00",7,19,2,4,50,94.42857142857143,98.28571428571429
"2024-04-19 00:00:00",19,18,2,1,72,95.14285714285714,101.85714285714286
"2024-04-20 00:00:00",13,19,5,0,57,91.57142857142857,101.28571428571429
"2024-04-21 00:00:00",20,14,3,1,73,93.57142857142857,104.85714285714286
"2024-04-22 00:00:00",14,16,5,4,69,95.57142857142857,102.28571428571429
"2024-04-23 00:00:00",19,20,3,2,62,98.71428571428571,106
"2024-04-24 00:00:00",22,17,4,4,56,102.28571428571429,104.14285714285714
"2024-04-25 00:00:00",20,13,3,3,52,103.57142857142857,103.85714285714286
"2024-04-26 00:00:00",23,18,1,2,47,100.57142857142857,99.71428571428571
"2024-04-27 00:00:00",19,13,0,2,71,102.14285714285714,99.57142857142857
"2024-04-28 00:00:00",13,17,3,2,58,99.57142857142857,97.71428571428571
"2024-04-29 00:00:00",15,21,2,3,50,97.14285714285714,97.85714285714286
"2024-04-30 00:00:00",17,21,3,4,74,99,98
"2024-05-01 00:00:00",18,16,3,4,62,99,99.57142857142857
"2024-05-02 00:00:00",11,13,4,0,43,96.14285714285714,101.57142857142857
"2024-05-03 00:00:00",21,15,2,2,53,96.42857142857143,102.28571428571429
"2024-05-04 00:00:00",19,13,6,4,76,98.28571428571429,100.28571428571429
"2024-05-05 00:00:00",20,15,2,2,65,99.85714285714286,101.42857142857143
"2024-05-06 00:00:00",24,11,6,1,60,101.42857142857143,103
"2024-05-07 00:00:00",14,15,5,3,67,99.28571428571429,102.28571428571429
"2024-05-08 00:00:00",18,22,2,5,54,99,102.85714285714286
"2024-05-09 00:00:00",13,20,9,1,59,103.42857142857143,101.57142857142857
"2024-05-10 00:00:00",13,21,3,6,53,103.85714285714286,103
"2024-05-11 00:00:00",19,17,9,5,70,104.14285714285714,108.57142857142857
"2024-05-12 00:00:00",20,18,6,1,58,104,106.57142857142857
"2024-05-13 00:00:00",21,24,3,3,74,107.28571428571429,106.42857142857143
"2024-05-14 00:00:00",18,12,5,0,64,106.57142857142857,107.71428571428571
"2024-05-15 00:00:00",20,18,5,5,64,108.14285714285714,107.85714285714286
"2024-05-16 00:00:00",19,15,4,5,66,109.14285714285714,107.57142857142857
"2024-05-17 00:00:00",17,24,3,1,55,109.71428571428571,105.71428571428571
"2024-05-18 00:00:00",27,17,8,5,56,108.71428571428571,104.57142857142857
"2024-05-19 00:00:00",16,22,1,3,66,109.42857142857143,107.85714285714286
"2024-05-20 00:00:00",19,15,2,8,59,106.28571428571429,105.42857142857143
"2024-05-21 00:00:00",13,14,5,2,64,106.14285714285714,102.14285714285714
"2024-05-22 00:00:00",17,24,7,0,63,106,101.71428571428571
"2024-05-23 00:00:00",21,14,4,2,68,106,103.28571428571429
"2024-05-24 00:00:00",17,26,7,3,67,108.85714285714286,105
"2024-05-25 00:00:00",17,15,5,3,66,107.85714285714286,103.71428571428571
"2024-05-26 00:00:00",21,18,3,3,70,108.85714285714286,102.71428571428571
"2024-05-27 00:00:00",17,16,6,2,62,108.85714285714286,108.57142857142857
"2024-05-28 00:00:00",18,20,4,5,69,111.42857142857143,109.14285714285714
"2024-05-29 00:00:00",17,18,9,5,59,111,109.57142857142857
"2024-05-30 00:00:00",16,19,7,2,57,109.85714285714286,109.28571428571429
"2024-05-31 00:00:00",10,16,8,5,57,106.42857142857143,108.42857142857143
"2024-06-01 00:00:00",22,15,2,1,62,105.85714285714286,107.71428571428571
"2024-06-02 00:00:00",15,16,4,1,81,106.14285714285714,111.14285714285714
"2024-06-03 00:00:00",19,17,5,3,60,106.28571428571429,106.28571428571429
"2024-06-04 00:00:00",20,12,5,4,61,104.28571428571429,108.57142857142857
"2024-06-05 00:00:00",27,15,3,3,59,104.14285714285714,107.28571428571429
"2024-06-06 00:00:00",26,21,9,7,57,106.85714285714286,108.85714285714286
"2024-06-07 00:00:00",16,16,5,2,63,107.71428571428571,106.28571428571429
"2024-06-08 00:00:00",14,13,3,3,66,107.28571428571429,107.42857142857143
"2024-06-09 00:00:00",17,14,2,3,76,106.57142857142857,103
"2024-06-10 00:00:00",21,20,5,1,65,107.71428571428571,107.57142857142857
"2024-06-11 00:00:00",13,21,7,4,66,109,109
"2024-06-12 00:00:00",23,18,6,9,58,110,109.28571428571429
"2024-06-13 00:00:00",27,18,7,4,57,109,103.85714285714286
"2024-06-14 00:00:00",13,19,3,5,58,108.42857142857143,103.85714285714286
"2024-06-15 00:00:00",14,21,9,5,67,110.85714285714286,99.57142857142857
"2024-06-16 00:00:00",15,17,5,1,54,108,99
"2024-06-17 00:00:00",17,11,4,3,62,105.85714285714286,94.71428571428571
"2024-06-18 00:00:00",23,13,6,5,52,104.14285714285714,93.71428571428571
"2024-06-19 00:00:00",19,19,3,2,65,103.28571428571429,94.42857142857143
"2024-06-20 00:00:00",13,23,2,4,61,101.85714285714286,97.71428571428571
"2024-06-21 00:00:00",14,9,5,5,56,100.57142857142857,98.57142857142857
"2024-06-22 00:00:00",18,21,5,3,54,98.42857142857143,103.28571428571429
"2024-06-23 00:00:00",25,15,2,2,56,99.57142857142857,106.85714285714286
"2024-06-24 00:00:00",14,27,3,3,65,101.71428571428571,105.42857142857143
"2024-06-25 00:00:00",22,18,2,4,69,104,105.85714285714286
"2024-06-26 00:00:00",15,20,3,3,57,102.57142857142857,104
"2024-06-27 00:00:00",16,13,6,3,80,104.71428571428571,104.71428571428571
"2024-06-28 00:00:00",13,9,8,4,53,104.42857142857143,105.71428571428571
"2024-06-29 00:00:00",19,23,4,0,53,104.14285714285714,108.14285714285714
"2024-06-30 00:00:00",16,14,5,2,62,104,107.71428571428571
"2024-07-01 00:00:00",29,14,5,3,44,101.57142857142857,108.71428571428571
"2024-07-02 00:00:00",23,23,4,5,76,103.85714285714286,104
"2024-07-03 00:00:00",16,18,2,4,64,104.71428571428571,104.71428571428571
"2024-07-04 00:00:00",15,11,8,2,72,103.28571428571429,107.42857142857143
"2024-07-05 00:00:00",18,16,4,3,53,104.28571428571429,109.85714285714286
"2024-07-06 00:00:00",21,14,5,5,59,105,109.57142857142857
"2024-07-07 00:00:00",18,10,5,4,69,106,105.14285714285714
"2024-07-08 00:00:00",25,11,4,1,65,107.57142857142857,105
"2024-07-09 00:00:00",26,16,5,6,71,106.57142857142857,107.57142857142857
"2024-07-10 00:00:00",15,9,5,5,59,105,107.28571428571429
"2024-07-11 00:00:00",23,23,7,4,70,107.71428571428571,103
"2024-07-12 00:00:00",20,12,6,2,59,108.42857142857143,101.57142857142857
"2024-07-13 00:00:00",20,19,8,3,64,109.85714285714286,100.28571428571429
"2024-07-14 00:00:00",18,13,6,2,69,110.14285714285714,102.57142857142857
"2024-07-15 00:00:00",10,14,5,3,63,108.57142857142857,105
"2024-07-16 00:00:00",19,11,6,6,64,106,104.14285714285714
"2024-07-17 00:00:00",16,23,8,4,68,109.71428571428571,105.71428571428571
"2024-07-18 00:00:00",18,12,8,3,55,105.28571428571429,108.28571428571429
"2024-07-19 00:00:00",17,13,6,1,59,104.85714285714286,109.28571428571429
"2024-07-20 00:00:00",19,14,2,2,59,102.28571428571429,107.14285714285714
"2024-07-21 00:00:00",19,19,3,4,60,101.85714285714286,106
"2024-07-22 00:00:00",15,14,7,0,53,101,104
"2024-07-23 00:00:00",24,20,2,1,59,101,102.85714285714286
"2024-07-24 00:00:00",17,12,3,3,62,97.85714285714286,101.57142857142857
"2024-07-25 00:00:00",16,16,5,6,71,100.42857142857143,101.28571428571429
"2024-07-26 00:00:00",16,8,7,5,44,98.14285714285714,97.28571428571429
"2024-07-27 00:00:00",19,12,3,3,67,99.28571428571429,99
"2024-07-28 00:00:00",20,19,4,2,57,98.85714285714286,98.28571428571429
"2024-07-29 00:00:00",18,14,6,4,67,101.71428571428571,101.57142857142857
"2024-07-30 00:00:00",16,22,3,4,46,99.57142857142857,105.14285714285714
"2024-07-31 00:00:00",15,6,3,3,63,98.57142857142857,107.85714285714286
"2024-08-01 00:00:00",21,20,8,6,50,97.28571428571429,108.14285714285714
"2024-08-02 00:00:00",19,13,3,4,61,100.14285714285714,110.57142857142857
"2024-08-03 00:00:00",20,19,5,4,64,101.28571428571429,108.57142857142857
"2024-08-04 00:00:00",19,12,4,4,58,100.57142857142857,109.14285714285714
"2024-08-05 00:00:00",20,17,5,2,56,99.28571428571429,107.85714285714286
"2024-08-06 00:00:00",20,8,4,3,59,99.71428571428571,106.85714285714286
"2024-08-07 00:00:00",15,16,3,4,59,100.71428571428571,103.57142857142857
"2024-08-08 00:00:00",16,9,1,4,67,99.57142857142857,102.71428571428571
"2024-08-09 00:00:00",11,21,5,2,58,99.14285714285714,103
"2024-08-10 00:00:00",18,20,6,3,70,99.85714285714286,104.14285714285714
"2024-08-11 00:00:00",21,19,2,2,54,100,106
"2024-08-12 00:00:00",11,20,6,4,67,101.14285714285714,107.14285714285714
"2024-08-13 00:00:00",14,8,8,6,57,101,107.14285714285714
"2024-08-14 00:00:00",23,15,5,3,52,101.14285714285714,106.42857142857143
"2024-08-15 00:00:00",13,5,3,3,49,97.71428571428571,106.57142857142857
"2024-08-16 00:00:00",14,15,8,2,48,96.28571428571429,105.28571428571429
"2024-08-17 00:00:00",11,12,2,1,46,89.85714285714286,105.71428571428571
"2024-08-18 00:00:00",17,6,1,2,50,86.71428571428571,104.71428571428571
"2024-08-19 00:00:00",17,21,7,1,53,85.42857142857143,103
"2024-08-20 00:00:00",18,9,1,1,47,83,105.71428571428571
"2024-08-21 00:00:00",18,19,5,3,53,83,106.42857142857143
"2024-08-22 00:00:00",20,18,6,5,48,86.42857142857143,106.42857142857143
"2024-08-23 00:00:00",25,17,8,6,50,89.14285714285714,108
"2024-08-24 00:00:00",21,16,4,1,78,96,106.71428571428571
"2024-08-25 00:00:00",16,18,5,4,58,99.57142857142857,108.14285714285714
"2024-08-26 00:00:00",18,24,8,6,63,102.42857142857143,106.14285714285714
"2024-08-27 00:00:00",23,11,3,3,75,108,103.28571428571429
"2024-08-28 00:00:00",21,22,4,4,81,112.85714285714286,105.14285714285714
"2024-08-29 00:00:00",18,18,2,3,66,114.28571428571429,104
"2024-08-30 00:00:00",15,21,4,4,62,114.28571428571429,102.42857142857143
"2024-08-31 00:00:00",13,12,5,1,58,109.85714285714286,104.28571428571429
"2024-09-01 00:00:00",24,13,5,3,50,109,100.71428571428571
"2024-09-02 00:00:00",18,18,3,4,55,106,101.57142857142857
"2024-09-03 00:00:00",22,14,5,4,83,107.85714285714286,101.57142857142857
"2024-09-04 00:00:00",14,21,3,6,74,105.85714285714286,102.71428571428571
"2024-09-05 00:00:00",17,18,2,2,62,105,104
"2024-09-06 00:00:00",29,14,4,4,60,105.71428571428571,104.71428571428571
"2024-09-07 00:00:00",19,16,4,5,67,108.85714285714286,103.14285714285714
"2024-09-08 00:00:00",19,22,1,2,51,108.85714285714286,105.14285714285714
"2024-09-09 00:00:00",15,17,4,5,66,110.14285714285714,105.85714285714286
"2024-09-10 00:00:00",19,18,8,4,67,108.42857142857143,105
"2024-09-11 00:00:00",16,13,6,5,56,105.28571428571429,101.42857142857143
"2024-09-12 00:00:00",18,23,3,1,66,106.71428571428571,100.85714285714286
"2024-09-13 00:00:00",20,24,3,6,63,107.42857142857143,103.28571428571429
"2024-09-14 00:00:00",24,16,6,3,67,108.14285714285714,103.71428571428571
"2024-09-15 00:00:00",20,14,11,7,57,110.14285714285714,103.14285714285714
"2024-09-16 00:00:00",17,17,7,1,55,108.71428571428571,99.71428571428571
"2024-09-17 00:00:00",23,14,7,5,61,107.85714285714286,100.57142857142857
"2024-09-18 00:00:00",18,20,8,2,73,111.42857142857143,102.85714285714286
"2024-09-19 00:00:00",17,13,7,2,63,110.14285714285714,102.28571428571429
"2024-09-20 00:00:00",24,14,3,5,56,108.14285714285714,99.28571428571429
"2024-09-21 00:00:00",18,17,9,2,60,106.71428571428571,103
"2024-09-22 00:00:00",25,19,6,5,62,107.85714285714286,101.14285714285714
"2024-09-23 00:00:00",21,20,5,3,75,111.71428571428571,105.71428571428571
"2024-09-24 00:00:00",14,16,5,7,63,111,106.14285714285714
"2024-09-25 00:00:00",18,15,8,0,66,109,105.42857142857143
"2024-09-26 00:00:00",16,17,5,4,56,108.42857142857143,106.28571428571429
"2024-09-27 00:00:00",27,20,10,5,52,110.14285714285714,108.28571428571429
"2024-09-28 00:00:00",27,20,4,3,68,112.42857142857143,105.28571428571429
"2024-09-29 00:00:00",18,17,3,0,53,108.71428571428571,109.85714285714286
"2024-09-30 00:00:00",22,10,5,0,48,103.14285714285714,109.57142857142857
"2024-10-01 00:00:00",17,20,3,4,59,102.85714285714286,110.57142857142857
"2024-10-02 00:00:00",28,21,6,6,68,106,111.42857142857143
"2024-10-03 00:00:00",15,11,8,5,53,105.14285714285714,112.28571428571429
"2024-10-04 00:00:00",17,14,5,2,62,103.14285714285714,110.71428571428571
"2024-10-05 00:00:00",19,16,2,5,53,99.28571428571429,110.57142857142857
"2024-10-06 00:00:00",19,10,7,1,47,98.28571428571429,105.28571428571429
"2024-10-07 00:00:00",18,23,5,3,73,103.57142857142857,105.42857142857143
"2024-10-08 00:00:00",18,12,8,3,69,104.57142857142857,104.14285714285714
"2024-10-09 00:00:00",24,13,6,6,56,101.14285714285714,105.28571428571429
"2024-10-10 00:00:00",19,25,5,3,65,104.71428571428571,102.42857142857143
"2024-10-11 00:00:00",21,11,6,1,63,105,106.28571428571429
"2024-10-12 00:00:00",24,13,6,5,68,108,107.57142857142857
"2024-10-13 00:00:00",21,16,4,6,63,111.71428571428571,110.14285714285714
"2024-10-14 00:00:00",15,16,3,1,55,107.14285714285714,108.28571428571429
"2024-10-15 00:00:00",16,17,1,5,65,106.28571428571429,107.14285714285714
"2024-10-16 00:00:00",17,9,6,2,56,104.14285714285714,104.14285714285714
"2024-10-17 00:00:00",23,12,9,7,65,104,105
"2024-10-18 00:00:00",15,20,7,4,65,105.28571428571429,100.85714285714286
"2024-10-19 00:00:00",26,13,2,3,57,103.14285714285714,99.71428571428571
"2024-10-20 00:00:00",20,20,5,5,53,102.14285714285714,98.42857142857143
"2024-10-21 00:00:00",14,12,3,3,46,100.42857142857143,97.14285714285714
"2024-10-22 00:00:00",18,12,5,9,51,99.14285714285714,96.14285714285714
"2024-10-23 00:00:00",25,15,3,4,41,98.85714285714286,96.71428571428571
"2024-10-24 00:00:00",23,19,2,5,56,97.28571428571429,97.42857142857143
"2024-10-25 00:00:00",17,18,4,4,63,96.57142857142857,96.42857142857143
"2024-10-26 00:00:00",31,8,9,6,47,96.57142857142857,94.14285714285714
"2024-10-27 00:00:00",21,17,2,4,57,96.28571428571429,91.28571428571429
"2024-10-28 00:00:00",13,14,3,0,48,96.28571428571429,95.28571428571429
"2024-10-29 00:00:00",16,13,6,6,40,94.28571428571429,98.85714285714286
"2024-10-30 00:00:00",16,17,2,6,56,95.57142857142857,98
"2024-10-31 00:00:00",23,15,5,0,45,93.14285714285714,95.57142857142857
"2024-11-01 00:00:00",21,15,8,2,63,93.57142857142857,96.42857142857143
"2024-11-02 00:00:00",18,9,7,2,58,92.57142857142857,97.71428571428571
"2024-11-03 00:00:00",14,18,4,4,67,93.42857142857143,97.14285714285714
"2024-11-04 00:00:00",22,17,7,5,63,98.57142857142857,90.14285714285714
"2024-11-05 00:00:00",21,17,5,7,67,103.71428571428571,84.57142857142857
"2024-11-06 00:00:00",20,15,2,2,56,103.42857142857143,79.85714285714286
"2024-11-07 00:00:00",27,21,3,2,59,106.85714285714286,76.71428571428571
"2024-11-08 00:00:00",15,22,5,3,60,106.28571428571429,76.71428571428571
"2024-11-09 00:00:00",22,11,5,5,59,107.42857142857143,76
"2024-11-10 00:00:00",26,18,5,2,55,107.28571428571429,80.85714285714286
"2024-11-11 00:00:00",17,11,4,6,61,105.14285714285714,87.28571428571429
"2024-11-12 00:00:00",12,18,4,2,41,99.42857142857143,91.57142857142857
"2024-11-13 00:00:00",17,14,8,5,49,99.14285714285714,95.42857142857143
"2024-11-14 00:00:00",15,12,6,7,56,96.85714285714286,99.85714285714286
"2024-11-15 00:00:00",13,15,5,3,58,95.28571428571429,95.28571428571429
"2024-11-16 00:00:00",18,22,2,0,53,94.28571428571429,93.57142857142857
"2024-11-17 00:00:00",25,15,2,4,43,91.85714285714286,92.28571428571429
"2024-11-18 00:00:00",13,15,4,5,69,92.85714285714286,90.28571428571429
"2024-11-19 00:00:00",18,10,7,5,49,94.57142857142857,88.71428571428571
"2024-11-20 00:00:00",14,18,6,4,62,96.14285714285714,88.85714285714286
"2024-11-21 00:00:00",22,25,5,0,49,96.85714285714286,86.57142857142857
"2024-11-22 00:00:00",23,11,5,4,45,96,90.42857142857143
"2024-11-23 00:00:00",9,19,3,3,43,93.42857142857143,91
"2024-11-24 00:00:00",15,13,3,1,48,92.14285714285714,88
"2024-11-25 00:00:00",14,12,4,9,48,89.42857142857143,84.28571428571429
"2024-11-26 00:00:00",15,18,6,3,50,89.85714285714286,83.28571428571429
"2024-11-27 00:00:00",13,14,2,4,53,87.28571428571429,82.57142857142857
"2024-11-28 00:00:00",13,20,4,2,61,87.14285714285714,84
"2024-11-29 00:00:00",11,9,2,1,41,83.71428571428571,81.71428571428571
"2024-11-30 00:00:00",27,12,8,1,45,86,80
"2024-12-01 00:00:00",11,12,3,0,40,84,82.42857142857143
"2024-12-02 00:00:00",10,12,4,4,43,82,86.14285714285714
"2024-12-03 00:00:00",16,10,2,3,28,77.28571428571429,86.71428571428571
"2024-12-04 00:00:00",21,13,1,4,49,77.57142857142857,88.57142857142857
"2024-12-05 00:00:00",18,18,5,4,56,77.71428571428571,88.71428571428571
"2024-12-06 00:00:00",15,13,6,5,52,81.57142857142857,90.42857142857143
"2024-12-07 00:00:00",13,14,4,2,58,81.28571428571429,92.42857142857143
"2024-12-08 00:00:00",15,17,0,1,53,84.14285714285714,92.85714285714286
"2024-12-09 00:00:00",19,17,6,3,39,85.71428571428571,92.85714285714286
"2024-12-10 00:00:00",10,13,4,6,50,89.14285714285714,92.42857142857143
"2024-12-11 00:00:00",21,14,6,5,50,90.28571428571429,90.57142857142857
"2024-12-12 00:00:00",14,17,6,5,56,89.85714285714286,92
"2024-12-13 00:00:00",17,18,2,3,54,90.28571428571429,92
"2024-12-14 00:00:00",18,9,6,1,58,90.42857142857143,92.14285714285714
"2024-12-15 00:00:00",15,15,8,1,43,89.85714285714286,92
"2024-12-16 00:00:00",13,9,1,3,45,88,91
"2024-12-17 00:00:00",18,13,3,3,38,86.85714285714286,89
"2024-12-18 00:00:00",16,16,3,7,61,87.85714285714286,92.57142857142857
"2024-12-19 00:00:00",21,11,2,6,50,86.71428571428571,90.57142857142857
"2024-12-20 00:00:00",11,10,2,3,52,84.42857142857143,92.42857142857143
"2024-12-21 00:00:00",20,13,3,1,48,83.42857142857143,91.85714285714286
"2024-12-22 00:00:00",10,13,2,3,32,80.28571428571429,90.85714285714286
"2024-12-23 00:00:00",9,9,6,3,30,78.28571428571429,90.71428571428571
"2024-12-24 00:00:00",13,15,4,5,41,78.71428571428571,93.85714285714286
"2024-12-25 00:00:00",16,16,6,9,40,76.42857142857143,91.57142857142857
"2024-12-26 00:00:00",14,15,2,3,40,74.14285714285714,91.14285714285714
"2024-12-27 00:00:00",19,9,2,2,43,73.71428571428571,90.57142857142857
"2024-12-28 00:00:00",17,13,3,2,30,70.85714285714286,93.28571428571429
"2024-12-29 00:00:00",12,4,3,1,41,71,93
"2024-12-30 00:00:00",19,18,6,5,43,75.85714285714286,91
"2024-12-31 00:00:00",16,17,4,0,44,76.28571428571429,88.71428571428571
"2025-01-01 00:00:00",16,13,2,2,46,75.14285714285714,87.85714285714286
"2025-01-02 00:00:00",14,7,3,4,35,73.57142857142857,88.42857142857143
"2025-01-03 00:00:00",16,9,6,3,44,74,88.85714285714286
"2025-01-04 00:00:00",18,16,2,2,42,76.14285714285714,86.42857142857143
"2025-01-05 00:00:00",11,7,3,1,41,76.42857142857143,86.85714285714286
"2025-01-06 00:00:00",17,11,3,2,32,72.71428571428571,88.42857142857143
"2025-01-07 00:00:00",10,14,3,4,40,71.28571428571429,88.28571428571429
"2025-01-08 00:00:00",20,13,4,2,30,69.85714285714286,85.14285714285714
"2025-01-09 00:00:00",12,14,3,4,41,71.42857142857143,86.42857142857143
"2025-01-10 00:00:00",13,12,5,1,40,70.42857142857143,84.71428571428571
"2025-01-11 00:00:00",19,11,1,2,57,71.85714285714286,85.42857142857143
"2025-01-12 00:00:00",15,10,3,6,53,75.28571428571429,86.28571428571429
"2025-01-13 00:00:00",12,12,5,1,40,76,87.57142857142857
"2025-01-14 00:00:00",11,11,8,4,31,75.14285714285714,91
"2025-01-15 00:00:00",14,17,4,4,39,76.42857142857143,95.14285714285714
"2025-01-16 00:00:00",21,11,3,4,51,78.71428571428571,94.57142857142857
"2025-01-17 00:00:00",15,11,0,3,46,79.28571428571429,93.42857142857143
"2025-01-18 00:00:00",13,8,4,4,40,76.28571428571429,92
"2025-01-19 00:00:00",14,13,3,4,36,73.85714285714286,92.71428571428571
"2025-01-20 00:00:00",18,9,2,5,53,76.28571428571429,91.71428571428571
"2025-01-21 00:00:00",13,16,5,7,42,78.85714285714286,90
"2025-01-22 00:00:00",14,9,2,0,49,78.28571428571429,90.71428571428571
"2025-01-23 00:00:00",13,10,2,0,41,74.85714285714286,91
"2025-01-24 00:00:00",17,16,1,4,38,75,90.71428571428571
"2025-01-25 00:00:00",14,18,2,2,57,78.42857142857143,92.42857142857143
"2025-01-26 00:00:00",13,9,4,4,52,80.14285714285714,90.71428571428571
"2025-01-27 00:00:00",17,14,2,0,44,78.71428571428571,93
"2025-01-28 00:00:00",18,7,2,5,42,77.42857142857143,91.28571428571429
"2025-01-29 00:00:00",18,14,6,2,48,79.42857142857143,87.57142857142857
"2025-01-30 00:00:00",19,19,3,5,41,82.42857142857143,86.57142857142857
"2025-01-31 00:00:00",24,7,4,1,48,83.57142857142857,89.28571428571429
"2025-02-01 00:00:00",12,14,3,1,41,80.42857142857143,87.85714285714286
"2025-02-02 00:00:00",14,5,3,1,46,78.57142857142857,89.14285714285714
"2025-02-03 00:00:00",16,15,3,0,49,79.42857142857143,85.57142857142857
"2025-02-04 00:00:00",12,13,1,3,49,80,85.14285714285714
"2025-02-05 00:00:00",13,12,2,3,43,77.85714285714286,87.14285714285714
"2025-02-06 00:00:00",20,19,4,4,38,77.57142857142857,90.42857142857143
"2025-02-07 00:00:00",13,9,4,2,40,75.28571428571429,88.71428571428571
"2025-02-08 00:00:00",13,13,5,1,39,75.28571428571429,89.71428571428571
"2025-02-09 00:00:00",17,12,4,1,52,77.71428571428571,90.85714285714286
"2025-02-10 00:00:00",6,13,3,5,48,76.57142857142857,93.28571428571429
"2025-02-11 00:00:00",19,15,7,6,48,79,96.28571428571429
"2025-02-12 00:00:00",16,16,3,4,59,82.57142857142857,95.71428571428571
"2025-02-13 00:00:00",29,23,5,5,61,88,94.71428571428571
"2025-02-14 00:00:00",13,8,5,3,49,89.42857142857143,97.85714285714286
"2025-02-15 00:00:00",21,17,0,2,57,93.14285714285714,99.57142857142857
"2025-02-16 00:00:00",10,16,3,3,49,92.42857142857143,97.57142857142857
"2025-02-17 00:00:00",17,15,3,4,48,94.14285714285714,95.71428571428571
"2025-02-18 00:00:00",22,14,10,5,50,95,93.42857142857143
"2025-02-19 00:00:00",24,9,5,0,58,94.71428571428571,94.14285714285714
"2025-02-20 00:00:00",20,8,4,1,58,90.14285714285714,92.42857142857143
"2025-02-21 00:00:00",21,15,3,3,51,92.28571428571429,87.42857142857143
